text,created_date,rubrics
"Навальный предстанет перед судом за 300 звонков с угрозами в адрес правозащитницы. 
 
Опальный блогер Алексей Навальный вместе со своим соратником Вячеславом Гимади предстанет перед судом за клевету в адрес общественной организации «Гражданский патруль» и травлю ее юриста Светланы Кондратьевой. Об обращении в судебные органы заявила сама правозащитница, рассказав также, что в минувшую пятницу, 22 марта, в бизнес-центре «Омега Плаза» к ней подошел неизвестный человек и предложил пообщаться при камерах. 
 
В видеообращении на своей странице в соцсети «ВКонтакте» Кондратьева поделилась мнением, что это был активист Навального, а также рассказала, что с 23 марта в соцсетях началась ее травля. Девушка подчеркнула тот факт, что угрозы и оскорбления стали приходить не только в ее адрес, но и в адрес родственников и друзей, передает Федеральное агентство новостей. 
 
По мнению правозащитницы, писать такие вещи можно лишь из страха. Кондратьева также иронично заметила, что блогер переключился с борьбы с властями на войну с девушками. Она добавила, что со стороны действия Навального выглядят жалко, и что при развитии мании преследования следует обращаться к врачу, а не выкладывать посты в Интернете. 
 
Представители организации отметили, что число оскорбительных сообщений и угроз, которые всего за пару часов получила Кондратьева, составила порядка 300. А помимо звонков, в офис «Гражданского патруля» также поступали угрозы. 
 
Сам же блогер после этого не постыдился выразить благодарность всем участникам травли девушки и ее родственников. 
 
Действия сторонников главы так называемого Фонда борьбы с коррупцией (ФБК) прокомментировал руководитель «Гражданского патруля» Ростислав Антонов. 
 
«Говорить о свободе и правах человека очень легко, сложнее этим высоким принципам следовать. Желание назначать виновных иногда играет с людьми злую штуку. Вот и для Навального груз его морального авторитета оказался непосильным», — отметил он в видеокомментарии на своей странице в Facebook. 
 
Антонов уточнил, что в пятницу, 22 марта, юрист так называемого «ФБК» Вячеслав Гимади оскорбил его, саму организацию и Кондратьеву, после чего призвал соратников звонить ей по телефону, найденному приспешниками Навального. 
 
«Только вот телефон, который опубликовал Гимади, был не личным номером Светланы, а официальным рабочим телефоном [club36702788|«Гражданского патруля»], — заметил общественник. 
 
Он подчеркнул, что это довольно просто выясняется через поисковики, но никто из последователей блогера даже не подумал это проверить. Помимо этого, никто из сторонников Навального не проверил информацию в публикации с обвинениями. 
 
«Эти простые факты говорят и о качестве всех расследований ФБК, и о личных качествах этих людей. Считаю действия сотрудников «ФБК» не просто недопустимыми, а противозаконными. Светлане будет оказана вся необходимая помощь, а всем высказываниям сторонников Навального будет дана правовая оценка», — подчеркнул Антонов. 
 
Стоит отметить, что Кондратьева защищает интересы жителя Москвы, ранее также подвергшегося травле в Интернете за снимок блогера в компании экономиста Вячеслава Рабиновича в одном из столичных кафе. Его личные данные соратники Навального также незаконно опубликовали в социальных сетях и принялись угрожать расправой, в том числе и его друзьям и родственникам. 
 
По материалам ИА Гольфстрим.",2019-03-26 10:47:25,"['VK-1603736028819866', 'VK-22428369685', 'VK-88375771813']"
"В Краснодарском крае проходят сборы велогонщиков, участие в которых впервые принимают спортсмены из Михайловки. Леонид Овчинников и Никита Харченко вошли в состав сборной по велоспорту Иркутской области.

Ребята проезжают до 60 км во время тренировок ежедневно. Они тренируются и готовятся к финальным стартам учащихся спартакиады России под руководством старшего тренера Иркутской области по маунтинбайку Дмитрия Соболева. 26 марта ребята переедут для дальнейших тренировок в поселок Псебай, именно он является центром велоспорта по маунтинбайку, где продолжатся ежедневные тренировки. В составе сборной Иркутской области отправились на сборы всего шесть спортсменов.

Уже в эти выходные для спорсменов прошли первые серьезные старты — всероссийские соревнования “Маунтинбайк – кросс – кантри”, которые проходили на специализированной трассе в курортном поселке Кабардинка вблизи Геленджика. Дистанция — 10 километров по горной местности. В группе юношей 13-14 лет бронзовую медаль завоевал Никита Харченко.

Сборы юных атлетов продлятся до 30 апреля.

Соревновались юные баскетболистки

В эту субботу 16 марта михайловская ДЮСШ принимала гостей на турнире по волейболу среди девочек 2004 г.р. и младше. На соревнования приехали команды из Заларей, Кутулика и Усольского района, также за медали поборолись две местные команды под руководством тренеров Галины Апаевой и Татьяны Белокуровой.

Сильной и зрелищной можно назвать победу в этом турнире первую из михайловских команд (тренер Г. Апаева) – девчонки, несмотря на свой юный возраст, продемонстрировали отточенность навыков, командную сплоченность и силу воли. Они не проиграли ни одной партии, поэтому оказались первыми на пьедестале. Кроме того, специальными призами отметили Алину Кузнецову, как лучшего нападающего и Викторию Коломину, как лучшего игрока турнира. Второе место досталось команде из Усольского района, третьими стали представительницы п. Кутулик.

Екатерина БОГДАНОВА",2019-03-26 09:21:17,"['VK-1603736028819866', 'VK-80061434554', 'VK-77865114627']"
"«Почта России» планирует повысить зарплаты операторам в почтовых отделениях и почтальонам на 20%, инвестируя в это направление 11,5 млрд рублей, сообщил гендиректор предприятия Николай Подгузов на встрече с президентом России Владимиром Путиным.

«Нами разработана программа, которая затронет 210 тыс. сотрудников предприятия по таким профессиям, как оператор почтовой связи, почтальон – мы планируем повысить зарплаты на 20 процентов. Для этого будет инвестировано в фонд оплаты труда 11,5 млрд рублей», — сообщил Подгузов.

Он отметил, что программа начнет действовать уже с 1 мая и на первом этапе затронет 17 регионов с наиболее низким уровнем зарплат.

«За полтора года доведем зарплаты по основным рабочим профессиям на почте до рыночных уровней. Если показатели “Почты” будут более высокими по сравнению с прогнозами, то мы постараемся это сделать в более сжатые сроки», — отметил Подгузов.",2019-03-26 09:17:56,"['VK-1603736028819866', 'VK-13876382888', 'VK-98588299532']"
"Накануне в администрации города прошло совещание, где обсудили вопрос, который сегодня больше всего волнует черемховцев – ремонт улицы Маяковского. Как сообщил мэр Черемхово Вадим Семенов, если не подведет погода, полноценный ремонт начнется уже 10-15 апреля. «Большой ремонт, как мы его называем, начнется в середине апреля, — подчеркнул градоначальник. Объем работ большой. У нас очень много задумок: обустроим современные и удобные остановочные пункты, установим красивое освещение, выполним ливневую канализацию. Прошу вас всех набраться терпения. Будет сложно, но уже в конце августа — в начале сентября мы увидим красивую и современную улицу», — обратился к черемховцам мэр.

Напомним, улицу Маяковского начали ремонтировать только в конце августа 2018 года. Причина — затянулись конкурсные процедуры торгов, к которым администрация города не имела отношения и не могла повлиять на сроки их проведения. Аукционы проводит Министерство закупок Иркутской области. В итоге — мэром Черемхово было принято решение не укладывать асфальт в снег и асфальтировать дорогу в 2019 году.",2019-03-26 09:11:58,"['VK-1603736028819866', 'VK-49841287426', 'VK-80758564281']"
"Увеличение социальных пенсий, свобода в выборе страховщика при оформлении полиса ОСАГО и изменения в расчетах НДС — такие перемены ждут россиян в апреле.

С начала апреля в России будут проиндексированы социальные пенсии и пенсии по гособеспечению. С 1 апреля выплаты пенсионерам, которые остались без права на получение страховой пенсии, будут увеличены на два процента. Произойдет повышение соцпенсий по старости, инвалидности или потере кормильца, будут повышены выплаты по государственному пенсионному обеспечению.

По-новому рассчитывать НДС и оформлять документы для вычета с начала апреля придется бухгалтерам. С 1 апреля будет обновлен перечень детских и продовольственных товаров для 10-процентной ставки НДС. С этого же дня будут изменены бланки книг продаж. Применять их будет возможно со II квартала. С 1 апреля меняется форма декларации для компаний — за I квартал отчет должен быть по новому варианту. В тот же день ступают в силу новые бланки для уведомления об освобождении от НДС.

Со 2 апреля российские водители смогут самостоятельно выбирать компанию для покупки полиса ОСАГО через системы Российского союза автостраховщиков. Ранее страховщики выбирались автоматически, уточняет News.ru.

Хорошая новость для автолюбителей: заморозка цен на топливо продлена до июля. Изначальный срок соглашения российского правительства с нефтяными компаниями об оптовых и розничных ценах на топливо заканчивался 31 марта.

В апреле продолжится переход с аналогового формата телевидения на цифровой. Отключение аналогового сигнала произойдет 15 апреля в Амурской, Ивановской, Кировской, Кемеровской, Костромской, Курганской, Липецкой, Москве и Московской, Новгородской, Сахалинской, Тюменской областях, республиках Калмыкии, Мордовии, Карачаево-Черкесии, Кабардино-Балкарии, Удмуртии и Чувашии, в Ставропольском крае и Ямало-Ненецком автономном округе.",2019-03-26 08:40:20,"['VK-1603736028819866', 'VK-75782439309', 'VK-99947302093']"
"Педагогу русского языка и литературы школы 13 Барнаула 38-летней Татьяне Кувшинниковой пришлось уволиться из-за фото в легком праздничном платье на фоне зимнего пейзажа в социальной сети «ВКонтакте», которое руководство школы посчитало не соответствующим нормам поведения педагога.

На ее уроках начались постоянные проверки, и она решила, что не готова работать в такой обстановке, сообщила ТАСС сама Татьяна Кувшинникова.

История с фотографиями получила резонанс в начале февраля 2019 года — тогда женщину вызвала к себе директор, сказала, что фотографию прислала мама одного из учеников. Директор высказала недовольство моральным обликом педагога, а также предложила Кувшинниковой уволиться. Женщина написала заявление на увольнение, но тогда родители учеников отстояли учительницу. Позднее она все же приняла решение уволиться.

«Они [руководство школы] начали ходить с проверками, сидели на уроках контролировали, хотя должны были как молодому специалисту — я работала в школе на этой должности около года — оказать поддержку. Они [руководство школы] сказали — »зачем вы вынесли сор из избы"", когда нет желания работать, тем более за копейки — зачем работать. Да, я написала [заявление], они бы нашли из-за чего уволить, формально"", — рассказала Кувшинникова.

По словам педагога, в школе она всегда соблюдала дресс-код — одевалась только в платья и не носила даже джинсы. Кувшинникова говорит, что много занималась с классом, в котором была классным руководителем — с детьми рисовали газеты, ходили на экскурсии, в музеи, театры, проводила дополнительные занятия. Сейчас она ищет работу. По ее словам, она намерена устроиться педагогом по изобразительному искусству.

В школе комментировать произошедшее отказались.",2019-03-26 08:31:26,"['VK-1603736028819866', 'VK-60018101300', 'VK-76949072977']"
"19.03.2019 года в подразделение пожарной охраны поступило сообщение о пожаре по адресу: Черемховский район, с. Тальники, ул. Портовая, д. 31-1. В результате пожара повреждены надворные постройки. Причиной пожара послужило короткое замыкание электропроводов.

21.03.2019 года поступило сообщение о пожаре по адресу: г. Черемхово, ул. 8 Марта, д. 77. В результате пожара уничтожено неэксплуатируемое строение. Причиной пожара послужило неосторожное обращение с огнем.

24.03.2019 года произошел пожар по адресу: г. Черемхово, ул. Плеханова, район д. 3. В результате пожара поврежден автомобиль. Причина пожара устанавливается.

Отдел государственного пожарного надзора

г. Черемхово, г. Свирска и Черемховского района",2019-03-26 08:19:45,"['VK-1603736028819866', 'VK-79293622872', 'VK-18394247090']"
"В Пенсионном фонде России придумали, как бороться с незаконным обналичиванием материнского капитала. В конце марта 2019 года в силу вступит новый закон, который накануне подписал президент страны Владимир Путин.

В последнее время в России участились случаи мошенничества с материнским капиталом. Семьи обращаются в Пенсионный фонд с просьбой выделить деньги на покупку жилья и приобретают ветхий дом, который не может использоваться для проживания. Как только деньги поступают на счет продавца, их обналичивают и делят между продавцом, семьей и посредниками.

Новый закон четко регламентирует качество приобретаемой недвижимости. Жилье должно отвечать санитарно-техническим нормам, эксперты должны признать его пригодным для круглогодичного проживания. Состояние дома или квартиры перед покупкой должны будут проверить представители органов местного самоуправления, органов государственного жилищного надзора или органов муниципального жилищного контроля,  пишет Newslab.ru.

При этом в Пенсионном фонде заверили, что запрос на проверку и ответ на него не приведет к увеличению срока рассмотрения заявления о выделении средств. Никаких дополнительных документов заявителя предоставлять не должны.

Также закон регламентирует вопросы погашения займов за счет средств материнского капитала. Из перечня организаций, где могут получить займ заявители, исключены те, деятельность которых не контролируется Банком России.

Материнский (семейный) капитал
Мера государственной поддержки семей, в которых с 2007 родился или был усыновлен второй или последующий ребенок. Маткапитал выдается один раз. С 2015 года его сумма составляет 453 026 рублей.
Потратить его можно: на улучшение жилищных условий, образование детей, накопительную пенсию матери, социальную адаптацию и интеграцию в общество детей-инвалидов.",2019-03-26 06:45:51,"['VK-1603736028819866', 'VK-24362213659', 'VK-33393104167']"
"Интересная судьба у моих героев из д. Петровка. Людмила Матвеевна и Михаил Петрович Верхотуровы оба родом из деревни Черепаново, что когда-то была за Касьяновкой. Был там в то время сад большой, пасека в 100 ульев. Семьи их были дружные, добрые, работящие. Родители Миши работали здесь же в колхозе, а отец Люды – мастером участка на железной дороге. Когда закончили местную начальную школу, то вместе ходили пешком за 5 км в михайловскую железнодорожную школу, откуда через полгода Мишу отчислили, так как его родители не работали на железной дороге. На какое-то время пути их разошлись: Миша уехал к дяде в Алехино, куда тоже частенько и пешком бегал, и на лыжах…Но после 6 класса стал учиться в касьяновской вечерней школе, а днем уже работал с отцом в колхозе. В 14 лет отправили его в Алехино на завод учиться на токаря. В то время колхоз уже приобрел станок токарный, и Михаил 10 лет был незаменимым токарем. Но ездил каждый день на работу на лошадях в Заморское, где в мастерских и стоял станок.

А Людмилка в то время закончила 8 классов и тоже на четыре года пошла «вкалывать», как она выразилась, на железную дорогу.

Женюсь один раз и на всю жизнь!

Хоть и работали молодые люди в разных местах, но часто встречались в деревне. Михаил стал статным, сильным, привлекательным кавалером, на которого заглядывались деревенские девчонки, а Людмила – стройной, хрупкой красавицей. Кроме того, Михаил был секретарем комсомольской организации, поэтому вокруг него всегда была молодежь. Свою любовь они проверили временем, и только в 23 года решили соединить свои судьбы.

— Один раз и на всю жизнь, – так сказал Михаил своей избраннице, предлагая выйти за него замуж! Людмила согласилась и не ошиблась с выбором спутника жизни, ни разу не сожалела. Муж оказался трудолюбивым, хозяйственным, умелым, заботливым.

После свадьбы молодые переехали в Петровку, так как создан был единый совхоз «Петровский».

Хлеб – всему голова!

Михаил Петрович и в Петровке продолжал пять лет работать токарем в гараже, но мечтал учиться, чтобы лучше знать всё о земле и технике. Поэтому когда совхоз его направил учиться на агронома в сельскохозяйственный техникум, он с радостью согласился. Учился три года очно и с увлечением, поэтому закончил с хорошими оценками. А потом 30 лет занимал важную и ответственную должность — бригадира тракторно-полеводческой бригады Петровского отделения хозяйства. Работа трудная, всю весну и осень день ненормированный. Но зато какое чувство радости и удовлетворения испытываешь, когда видишь результаты своего труда – вспаханное поле, спелые колосья, льющееся в бункер зерно…

Людмила Петровна сначала не работала, а занималась хозяйством и растила троих детей.

А потом пошла работать на заправку, когда не было и колонок-то, горючее наливала в ведра. Через восемь лет предложили стать заведующей овощехранилищем. Ответственная и строгая, она быстро навела здесь порядок, и руководство поручило ей заведование материальным складом, где в те времена было много ценностей, так как совхоз обеспечивал всем необходимым не только фермы, но и детсады и школы. За пять лет и здесь был наведен порядок и строгий учет. Тогда директор хозяйства Ю.А. Савельев перевел Людмилу Матвеевну заведующей зерноскладом, где она трудилась 20 лет, до самого ухода на пенсию. И эта работа ей была более всех по душе, ведь не зря поется, что хлеб – всему голова. Ей нравился запах зерна, нравилось его пробовать на вкус. И когда я со своими учениками приезжали на экскурсию на зерносклад, то помню, с какой любовью и как поэтично она рассказывала детям о зерне, о работе с ним и о бережном отношении к хлебу, который достается тяжелым трудом.

Счастье и горе идут рядом

Говорят, что всем людям счастья достается поровну. Только кому — в работе, кому- в творчестве, кому — в любви. Верхотуровы счастливы и в работе, и в любви!

Бесконечно добрые и трудолюбивые, честные и справедливые, открытые и искренние — они жили дружно, заботясь о совхозе, о детях и друг о друге.

Но горе не спрашивает разрешения",2019-03-26 06:33:24,"['VK-1603736028819866', 'VK-30629272140', 'VK-13392775220']"
"Международный фестиваль КНИГАМАРТ приехал в Черемхово 26 марта. В течение дня Дворец культуры «Горняк» и другие площадки города будут отданы книге и книжной культуре: более двадцати мероприятий ждут своего читателя-черемховца.

О новом в иркутской литературе расскажет доцент Иркутского госуниверситета Екатерина Сумарокова. Можно ли в ближайшие годы ждать нового Распутина или Вампилова, или сибирская земля оскудела талантами? Открытый урок виртуальной реальности проведут иркутские астрономы. Нужно ли городу возродить общество книголюбов? Об этом поразмышляет президент Иркутского союза библиофилов Григорий Хенох.

Добрая сказка возвращается. Самых маленьких читателей и их мам ждет на творческую встречу Евгений Хохряков.

«Байкал – наше всё!». Кто-то не согласен? Писатель Майя Тропина предложит вам сыграть с ней в напольную игру – путешествие по берегам самого глубокого озера в мире.

А есть ли в вашей домашней библиотечке хотя бы одна книга с автографом автора или дарителя? Черемхово станет первым городом Иркутской области, где будет демонстрироваться выставка литературного автографа – автографы двадцати самых известных писателей и поэтов в выставочном зале имени В. А. Инешина: Евгения Евтушенко и Юрия Самсонова, Владимира Гуркина и Агнии Кузнецовой, Елены Жилкиной и Марка Сергеева.

Главный гость программы – Хельга Патаки, известный детский писатель, режиссер, музыкант, автор краеведческого проекта прогулок по российским городам «Город наизнанку», специалист по городским квестам и режиссуре городского пространства. В 16:00 вы сможете не только познакомиться с писателем, но и сделать селфи. Для этого будет подготовлена специальная фотозона.

В рамках фестиваля состоится семинар для библиотекарей, где иркутские эксперты расскажут о новых трендах работы с читателями, краеведческих и выставочных проектах.

Важной частью фестиваля станет вручение книг на пополнение библиотечного фонда черемховских библиотек. Поддержку проекту оказал благотворительный фонд имени Юрия Тена.

Вечером организаторы фестиваля приглашают всех желающих на творческий концерт популярного исполнителя Аркадия Стародубцева. Автор приготовил подарки – диски и розыгрыш путевки в один из турецких отелей.

Организаторы фестиваля – администрация города Черемхово и фонд поддержки некоммерческих организаций «Новый Альянс» — уверены, что книжные традиции в городе нужно возрождать. Этому призван и фестиваль КНИГАМАРТ.

Генеральный партнер международного фестиваля КНИГАМАРТ — Иркутская нефтяная компания. Генеральные информационные партнеры — «Глагол» и «Байкал24».

Партнер фестиваля — книготорговая сеть ПРОДАЛИТЪ. ",2019-03-26 06:27:19,"['VK-1603736028819866', 'VK-12586576210', 'VK-27634839135']"
"Вот уже в 9-й раз михайловская спортивная школа принимала гостей со всей области. Здесь прошел традиционный турнир по борьбе самбо памяти мастера спорта СССР Модеста Сапожникова. Когда-то именно Модест Демьянович стал основоположником открытия спортивного клуба «Бригантина», который на сегодня насчитывает уже не один десяток добившихся успехов воспитанников. Учеником великого тренера был и сегодняшний наставник михайловских самбистов Иван Карев.

На состязания съехались спортсмены из Иркутска, Усолья-Сибирского, Слюдянки, Черемхово, Саянска, Головинки и других территорий области – всего 175 участников. Борьба за медали развернулась в 17 весовых категориях, участвовали как девушки, так и юноши.

На торжественном открытии было много приятных и трогательных моментов. Для избранного мэра Черемховского района Сергея Марача эти соревнования стали первым официальным знакомством со спортивной общественностью, он пожелал удачи борцам и лично поблагодарил за старания тренеров и воспитанников «Бригантины», вручив клубу 20 комплектов спортивной формы. Среди почетных гостей также присутствовали на мероприятии глава Михайловского поселения Андрей Рихальский, давний друг клуба и ученик Модеста Демьяновича Виктор Морозов, дочь легендарного тренера Инна Исакова.

По сложившейся традиции Инна Модестовна на каждом из турниров памяти отца дарит особый подарок – «За верность клубу». Он достается воспитаннику «Бригантины», достигшему высоких результатов в спорте. В этом году его вручили Кемрану Михайлову. Юному чемпиону также руководство спортивной школы передало в торжественной обстановке разрядную квалификационную книжку кандидата в мастера спорта. Такого же документа был удостоен начинающий тренер михайловских самбистов Антон Чистов.

Соревнования продолжались в течение всего дня. В одних схватках победа спортсменам доставалась с легкостью, в иных же предстояло бороться из последних сил, чтобы доказать своё превосходство. Главным судьей соревнований был Иван Карев, он же один из основателей турнира и его главный организатор в последние годы. Помогали ему в судействе уже подросшие воспитанники и выпускники клуба – это еще одна нерушимая традиция здешнего борцовского братства.

Подведение итогов стало не менее красочным и по-настоящему патриотичным. Организаторы подготовили специально выгравированные медали с символикой турнира, плакаты и грамоты, а также статуэтки для лучших борцов. Михайловка в командном зачете стала второй, уступив несколько очков спортсменам из Иркутска. Но 25 призовых мест – это высокий показатель и результат всеобщего труда. Первыми из наших земляков на турнире стали Алексей Черных, Алик Расоян и Кемран Михайлов. Последний также был удостоен специальной награды – «За лучшую технику».

Екатерина БОГДАНОВА",2019-03-26 05:47:25,"['VK-1603736028819866', 'VK-32322890782', 'VK-27537807283']"
"В черемховском изоляторе временного содержания заключённые дошли до ручки — шариковой. И — лезвия бритвы. Почему 20 человек решили протестовать так жёстко?

— У нашего живот вскрыт. У меня говорит, крови вытекло.

Татьяна Либао вторые сутки обивает порог изолятора временного содержания в Черемхово. За синим забором — её зять. Рядом мать обвиняемого. 22 марта ночью женщинам сообщили, что он вскрыл себе вены.

— Я переживаю за своего сына. Мы же должны были с кем-то встретиться, узнать, что случилось, почему такое ЧП случилось. Какие-то, значит, выдвигаются требования. У него туберкулёма лёгких. Его не обеспечивают медикаментами, — говорит мать обвиняемого Людмила Бурова.

Это одна из причин протеста. Резать кожу на теле начали ещё 20 с лишним человек — сообщают в пресс-службе полиции. Для этого использовали лезвие от одноразового станка и колпачок от шариковой ручки. Родственники заключённых говорят — бунтари требовали у сотрудников изолятора пустить их в душ помыться. Но он не работает.

— Подозреваемых по уголовному делу помещают в изолятор временного содержание на время следственного эксперимента или судебного слушания. Кстати, находиться здесь они должны не более десяти суток в месяц.

Алексей Буров, который предположительно стал зачинщиком акции протеста, за этим забором находится дольше. Со слов матери — почти три недели. Это связано с тем, что обвиняемый затягивает с изучением материалов своего уголовного дела. А их два тома.

— Человек имеет множество судимостей, в том числе за совершение умышленного убийства, совершение тяжких преступлений, имущественных, таких как разбой, грабежи, —говорит руководитель пресс-службы ГУ МВД России по Иркутской области Герман Струглин.

Всем участникам акции протеста оказали медицинскую помощь. В изолятор приехала скорая помощь. Госпитализация никому не понадобилась. Сейчас раны обрабатывает местный фельдшер.",2019-03-25 15:12:58,"['VK-1603736028819866', 'VK-90517260836', 'VK-71570324225']"
